Customer ID,Product ID,Order ID,Customer Age,Gender,Product Name,MRP,Discount Price,Category,State,City,Subscription,Bill Number,Time Spent on Website,Rating,Marketing/Advertisement,Ship Mode,Order Status,Order Date,Delivery Date,Cancellation Date,Payment Method,Pin Code,Total Order Value,Payment Status,No of Clicks,Year,Month,Shipping Charges
JFV91,GC327,298286002,36,Male,Tata Sampann Chana Dal,1723.7,1396.2,Local,Gujarat,Bhavnagar,Premium,2.59E+11,1.54,1.6,Other,Free,Shipped,10/3/2023,17-03-2023,,Debit,52456,1396.2,Paid,70,2023,March,0
VFP84,FI261,398014789,37,Male,Tata Sampann Moong Dal (Pesara Pappu),1903.53,1732.21,Imported,Gujarat,Jamnagar,Freepass,6.03E+11,12.9,3.6,Instagram,Express plus,Returned,17-07-2022,22-07-2022,,Credit,896272,Returned,Returned,9,2022,July,150
JZO71,BF053,102944109,65,Female,Pigeon Induction Cooktop Acer Plus: 1800 W,1579.3,1231.85,Imported,Gujarat,Surat,Freepass,6.28E+11,2.9,1.1,Instagram,Free,Cancelled,17-11-2021,24-11-2021,28-11-2021,Cancelled,361846,Cancelled,Cancelled,10,2021,November,Cancelled
CVA23,UO062,393119276,35,Male,Wagh Bakri Masala Tea,805.21,507.28,Imported,Telangana,Suryapet,Freepass,86408799324,3.73,3.4,Other,Priority,Shipped,6/8/2023,9/8/2023,,Credit,455586,607.28,Paid,4,2023,August,100
WZB69,MF563,159559227,62,Male,Tata Tea,1553.35,1258.21,Local,Gujarat,Anand,Freepass,5.99E+11,2.26,4.5,Instagram,Priority,Returned,12/6/2021,14-06-2021,,Debit,975327,Returned,Returned,53,2021,June,100
NQC24,TV218,999448002,27,Male,Sofit Soya Drink Vanilla,532.4,378,Local,Gujarat,Jamnagar,Freepass,5.84E+11,2.98,4,Instagram,Free,Delivered,25-10-2022,2/11/2022,,Credit,7903,378,Paid,4,2022,October,0
QFM02,KT910,663035797,21,Female,Premia Tur Dal Latur (Kandi Pappu),1046.41,690.63,Local,Andhra Pradesh,Vijayawada,Freepass,4.41E+11,1.84,4.4,Facebook,Express plus,Delivered,25-01-2023,30-01-2023,,Credit,117757,840.63,Paid,80,2023,January,150
PDN75,UY046,172023129,65,Male,Wagh Bakri Masala Tea,247.93,213.22,Branded,Telangana,Suryapet,Freepass,9.21E+11,3.73,1.2,TV,Free,Delivered,8/5/2023,17-05-2023,,UPI,449828,213.22,Paid,45,2023,May,0
QRN01,RE401,904774618,58,Female,Sofit Soya Drink Vanilla,800.42,592.31,Local,Maharashtra,Nagpur,Premium,8.04E+11,2.11,2.1,Instagram,Express plus,Delivered,10/9/2023,14-09-2023,,Credit,393141,667.31,Pending,29,2023,September,75
EQG09,AS303,869815417,35,Male,Ariel Matic Top Load Liquid Detergent,953.93,868.08,Branded,Gujarat,Rajkot,Premium,6.74E+11,14.22,4.3,Facebook,Free,Delivered,19-06-2022,28-06-2022,,Debit,87925,868.08,Paid,8,2022,June,0
OOX87,NH478,422094231,70,Female,Tata Sampann Moong Dal (Pesara Pappu),238.33,145.38,Local,Gujarat,Anand,Freepass,1.93E+11,2.4,2.6,Instagram,Free,Delivered,25-03-2022,2/4/2022,,Credit,973256,145.38,Paid,39,2022,March,0
JAV11,LP009,566968040,33,Male,Cavin's Chocolate Milkshake,554.43,371.47,Local,Andhra Pradesh,Tirupati,Freepass,2.34E+11,3.68,2.3,Instagram,Express plus,Shipped,6/11/2021,10/11/2021,,Credit,389200,521.47,Paid,77,2021,November,150
DGA46,LL591,467164120,38,Male,Pigeon Induction Cooktop Acer Plus: 1800 W,414.62,290.23,Branded,Telangana,Suryapet,Freepass,5.96E+11,2.39,5,Instagram,Free,Delivered,25-09-2021,4/10/2021,,Credit,888274,290.23,Paid,15,2021,September,0
XPB35,KO507,983334293,49,Male,Nimyle Herbal Anti-Bacterial Floor Cleaner,1255.09,1142.13,Imported,Andhra Pradesh,Vizianagaram,Freepass,6.42E+11,5.04,3.9,TV,Priority,Delivered,31-05-2023,3/6/2023,,Credit,828799,1242.13,Paid,8,2023,May,100
VLV98,ML344,837738926,48,Male,Sunfeast Dark Fantasy Yumfills Cake,569.22,381.38,Imported,Gujarat,Ahmedabad,Premium Plus,4.42E+11,8.7,1.6,Other,Priority,Delivered,28-03-2021,30-03-2021,,Credit,130632,406.38,Pending,95,2021,March,25
GRU33,RQ386,515617164,28,Female,Tata Sampann Moong Dal (Pesara Pappu),928.63,807.91,Local,Andhra Pradesh,Vijayawada,Premium,8.82E+11,3.38,4.1,Other,Priority,Delivered,19-10-2022,22-10-2022,,Debit,11650,857.91,Pending,38,2022,October,50
GZE92,TD012,152494598,66,Male,Cavin's Chocolate Milkshake,723.33,622.06,Branded,Gujarat,Jamnagar,Freepass,84642806616,9.19,3.7,Facebook,Free,Shipped,9/10/2022,19-10-2022,,Debit,541735,622.06,Paid,59,2022,October,0
CIM40,WV197,982474373,39,Male,Cavin's Chocolate Milkshake,285.32,159.78,Local,Andhra Pradesh,Nellore,Freepass,5.40E+11,9.2,4.1,Instagram,Priority,Delivered,20-01-2022,22-01-2022,,UPI,624571,259.78,Paid,28,2022,January,100
YZU95,IO515,845371361,65,Female,VSR Channa Dal,1223.09,636.01,Local,Telangana,Warangal,Freepass,6.98E+11,19.08,4.9,TV,Free,Shipped,3/8/2022,10/8/2022,,Netbanking,409900,636.01,Paid,5,2022,August,0
GZR78,TM306,799452093,46,Male,Parle Nutricrunch Digestive Cookies,609.75,347.56,Imported,Andhra Pradesh,Guntur,Freepass,3.07E+11,2.13,2.5,Facebook,Free,Shipped,15-04-2022,22-04-2022,,Credit,678250,347.56,Paid,91,2022,April,0
VMP18,TP124,682674101,46,Male,Sunfeast Dark Fantasy Yumfills Cake,1981.52,1704.11,Local,Gujarat,Gandhinagar,Freepass,4.65E+11,3.79,4.6,Facebook,Free,Shipped,1/8/2021,10/8/2021,,Credit,489565,1704.11,Paid,80,2021,August,0
KDK28,OY399,846834035,35,Female,Usha Heavy Weight Iron - El3710: 1000 W,1665.65,1499.09,Local,Gujarat,Junagadh,Premium,6.38E+11,12.46,1.6,Facebook,Free,Shipped,23-08-2021,2/9/2021,,Debit,92648,1499.09,Paid,88,2021,August,0
KVU53,FH850,175575217,60,Male,Parle Nutricrunch Digestive Cookies,33.11,23.84,Local,Telangana,Karimnagar,Freepass,1.36E+11,22.17,2.1,Facebook,Express plus,Delivered,22-10-2023,27-10-2023,,Debit,562464,173.84,Paid,12,2023,October,150
BAQ40,RH487,178924702,56,Male,Amul Butter Unsalted,1390.67,917.84,Imported,Andhra Pradesh,Nellore,Freepass,5.86E+11,42.01,4.3,Friends,Free,Cancelled,24-07-2021,2/8/2021,9/8/2021,Cancelled,683868,Cancelled,Cancelled,72,2021,July,Cancelled
SLR15,NB463,531752664,69,Male,Amul Taaza Toned Milk,1899.09,1310.37,Local,Andhra Pradesh,Visakhapatnam,Freepass,9.08E+11,12.93,4.9,Instagram,Express plus,Delivered,13-01-2023,17-01-2023,,Credit,88750,1460.37,Pending,17,2023,January,150
VYD84,UI891,538851414,31,Female,Usha Heavy Weight Iron - El3710: 1000 W,929.66,808.8,Branded,Telangana,Suryapet,Premium Plus,4.46E+11,3.82,4.6,Friends,Free,Delivered,28-07-2022,5/8/2022,,Debit,898645,808.8,Paid,51,2022,July,0
UQJ84,FL007,756724729,60,Male,Tata Sampann Moong Dal (Pesara Pappu),900.28,846.26,Local,Gujarat,Gandhinagar,Freepass,8.34E+11,25.26,3.7,Instagram,Express plus,Shipped,14-05-2022,18-05-2022,,Debit,525948,996.26,Paid,37,2022,May,150
PYM35,IP569,653390798,48,Male,Pigeon Induction Cooktop Acer Plus: 1800 W,118.66,84.25,Local,Telangana,Hyderabad,Freepass,2.45E+11,1.49,2.1,Instagram,Priority,Returned,13-06-2021,16-06-2021,,Credit,353471,Returned,Returned,98,2021,June,100
UOG04,AU430,408505858,67,Female,Tata Sampann Chana Dal,1817.47,1526.67,Branded,Gujarat,Gandhinagar,Premium Plus,2.92E+11,2.83,2.1,Other,Priority,Delivered,15-11-2021,18-11-2021,,COD,413128,1551.67,Pending,49,2021,November,25
EBM85,KA409,240513639,22,Male,Parle Nutricrunch Digestive Cookies,626.31,494.78,Branded,Andhra Pradesh,Visakhapatnam,Premium Plus,22224309744,1.4,4.8,Facebook,Free,Delivered,9/9/2021,19-09-2021,,Debit,819343,494.78,Pending,34,2021,September,0
JQH90,NE597,499561429,53,Female,Tenali Double Horse Chana Dal,696.86,362.37,Local,Telangana,Mahbubnagar,Premium,4.56E+11,8.15,1.4,Facebook,Free,Shipped,2/2/2022,9/2/2022,,Credit,768984,362.37,Pending,83,2022,February,0
ZDE16,OP665,365906371,45,Male,Amul Butter Unsalted,255.13,181.14,Local,Gujarat,Anand,Premium,6.30E+11,2.72,4.7,Other,Free,Shipped,3/3/2023,12/3/2023,,Credit,474932,181.14,Paid,26,2023,March,0
RWG28,UT805,913795644,66,Male,Cavin's Chocolate Milkshake,996.73,797.38,Branded,Gujarat,Anand,Premium,86348241799,4.98,4.7,Facebook,Priority,Shipped,11/7/2022,14-07-2022,,Debit,638225,847.38,Pending,49,2022,July,50
LIB67,YT818,125028277,31,Female,Kellogg's Corn Flakes,1271.29,648.36,Local,Telangana,Adilabad,Freepass,7.21E+11,10.81,1.8,Instagram,Priority,Shipped,19-10-2021,21-10-2021,,Debit,56396,748.36,Pending,79,2021,October,100
ZMD96,EF827,181514711,21,Male,Wagh Bakri Masala Tea,1225.34,857.74,Local,Maharashtra,Nashik,Freepass,3.58E+11,4.54,3.2,Instagram,Priority,Shipped,25-08-2022,27-08-2022,,Credit,701976,957.74,Paid,99,2022,August,100
CFZ94,OT196,433729012,63,Female,Tata Sampann Moong Dal (Pesara Pappu),313.77,276.12,Local,Maharashtra,Mumbai,Premium Plus,7.61E+11,7.82,4.8,TV,Free,Shipped,27-01-2023,3/2/2023,,COD,939583,276.12,Paid,79,2023,January,0
QOV45,LI990,370472109,62,Male,Tata Tea Chakra Gold Premium Tea,1659.87,1460.69,Local,Maharashtra,Mumbai,Premium,7490529292,13.26,4.2,Other,Free,Delivered,27-02-2021,6/3/2021,,Credit,788098,1460.69,Paid,94,2021,February,0
JHC97,XW656,564585068,31,Male,Amul Butter Unsalted,377.19,188.59,Branded,Telangana,Ramagundam,Premium Plus,5.86E+11,24.72,3.5,Other,Free,Shipped,8/7/2021,15-07-2021,,UPI,200327,188.59,Paid,36,2021,July,0
WWV00,QS672,350697525,38,Male,Nutri Delite Breakfast Cereal,822.39,625.02,Local,Gujarat,Gandhinagar,Freepass,7.02E+11,20.4,4.9,TV,Free,Delivered,20-11-2023,29-11-2023,,UPI,362045,625.02,Paid,1,2023,November,0
AVF68,RT639,339245548,48,Male,VSR Channa Dal,169.76,139.2,Branded,Andhra Pradesh,Guntur,Freepass,6.52E+11,14.31,4,Instagram,Free,Delivered,28-10-2022,7/11/2022,,Debit,850117,139.2,Pending,93,2022,October,0
EQC32,HV420,689052401,38,Male,Usha Heavy Weight Iron - El3710: 1000 W,1533.6,1058.18,Local,Maharashtra,Aurangabad,Freepass,1.47E+11,5.89,1,Other,Free,Delivered,24-02-2023,6/3/2023,,Credit,163360,1058.18,Pending,4,2023,February,0
EZL44,QG150,279316164,57,Male,Nutri Delite Breakfast Cereal,914.51,777.33,Imported,Gujarat,Ahmedabad,Premium,4.31E+11,1.02,2.6,Instagram,Priority,Cancelled,2/6/2022,4/6/2022,16-06-2022,Cancelled,538368,Cancelled,Cancelled,3,2022,June,Cancelled
EUT79,CK468,387049747,22,Female,Usha Heavy Weight Iron - El3710: 1000 W,1270.95,737.15,Imported,Andhra Pradesh,Nellore,Freepass,1.78E+11,8.34,3.7,Instagram,Priority,Shipped,2/12/2022,4/12/2022,,Debit,392851,837.15,Paid,68,2022,December,100
TZC64,EZ444,273697118,18,Female,VSR Channa Dal,1430.19,1258.57,Branded,Telangana,Adilabad,Premium Plus,36408498789,2.66,1.2,TV,Free,Shipped,1/2/2023,11/2/2023,,UPI,449402,1258.57,Paid,10,2023,February,0
MJA53,MD634,665509661,35,Male,VSR Channa Dal,1227.13,785.36,Local,Gujarat,Bhavnagar,Freepass,7.93E+11,9.74,1.3,Other,Free,Shipped,14-08-2022,24-08-2022,,UPI,98841,785.36,Paid,92,2022,August,0
AIQ16,NW502,889728121,52,Male,Parle Nutricrunch Digestive Cookies,496.33,436.77,Branded,Andhra Pradesh,Kurnool,Premium,4.68E+11,3.26,4.9,Facebook,Free,Delivered,5/12/2023,12/12/2023,,Debit,926607,436.77,Pending,77,2023,December,0
BRL41,WK860,159738879,46,Female,Tata Sampann Moong Dal (Pesara Pappu),156.12,87.43,Local,Telangana,Warangal,Freepass,8.64E+11,22.97,3.2,Facebook,Express plus,Cancelled,17-05-2023,21-05-2023,5/6/2023,Cancelled,342647,Cancelled,Cancelled,57,2023,May,Cancelled
JVI02,OJ959,560710551,46,Male,Amul Butter Unsalted,942.98,509.21,Branded,Telangana,Hyderabad,Freepass,6.11E+11,4.67,3.6,Instagram,Free,Shipped,23-09-2021,2/10/2021,,UPI,720665,509.21,Pending,5,2021,September,0
ACA27,FD238,468517210,56,Female,Amul Taaza Toned Milk,996.68,897.01,Local,Gujarat,Junagadh,Premium,5.15E+11,12.15,1.6,Friends,Free,Shipped,3/3/2021,13-03-2021,,Debit,543797,897.01,Pending,13,2021,March,0
VMM08,UL836,953240945,53,Male,Harpic Bathroom Cleaner - Floral,141.41,72.12,Local,Andhra Pradesh,Nellore,Freepass,8.28E+11,2.74,2.3,Facebook,Express plus,Delivered,26-06-2021,1/7/2021,,Debit,288810,222.12,Paid,97,2021,June,150
FMS39,IH832,649312874,51,Male,Sunfeast Dark Fantasy Yumfills Cake,1152.62,956.67,Branded,Telangana,Warangal,Freepass,2.88E+11,12.56,4.7,Other,Express plus,Shipped,4/6/2021,9/6/2021,,Debit,562889,1106.67,Paid,83,2021,June,150
XDL70,YM657,517812,23,Female,Amul Taaza Toned Milk,1978.57,1721.36,Local,Maharashtra,Aurangabad,Premium,2.87E+11,1.12,1.2,Facebook,Express plus,Delivered,26-10-2022,31-10-2022,,Debit,970258,1796.36,Paid,82,2022,October,75
PTF70,NM910,928527629,24,Male,Amul Butter Unsalted,521.01,489.75,Branded,Telangana,Karimnagar,Freepass,9.65E+11,45.3,3.2,Instagram,Free,Delivered,3/12/2022,13-12-2022,,UPI,950038,489.75,Paid,35,2022,December,0
PYE22,BM194,274542677,53,Female,Harpic Bathroom Cleaner - Floral,1913.6,1416.06,Local,Maharashtra,Nagpur,Freepass,8.94E+11,4.1,4.1,Instagram,Express plus,Delivered,31-08-2022,5/9/2022,,COD,99957,1566.06,Paid,99,2022,August,150
EIZ24,IE208,120395737,65,Female,Sunfeast Dark Fantasy Yumfills Cake,1878.76,1728.46,Local,Gujarat,Rajkot,Freepass,1.17E+11,21.11,4.9,Other,Priority,Cancelled,7/2/2023,10/2/2023,17-02-2023,Cancelled,77657,Cancelled,Cancelled,98,2023,February,Cancelled
IOE93,NM403,546045409,56,Male,Harpic Bathroom Cleaner - Floral,1124.34,674.6,Branded,Telangana,Warangal,Freepass,8.23E+11,1.79,1.6,Friends,Priority,Delivered,19-05-2022,22-05-2022,,Debit,70300,774.6,Paid,37,2022,May,100
USB16,UE332,137644841,31,Male,Amul Butter Unsalted,1684.45,1381.25,Local,Gujarat,Bhavnagar,Freepass,1.12E+11,13.44,3.4,TV,Free,Delivered,11/11/2022,21-11-2022,,Debit,974575,1381.25,Paid,54,2022,November,0
NRA63,YE712,861178436,45,Male,Nutri Delite Breakfast Cereal,1721.1,1256.4,Local,Telangana,Suryapet,Premium Plus,1.94E+11,16.82,1.3,Instagram,Free,Shipped,1/2/2023,8/2/2023,,Netbanking,376678,1256.4,Paid,29,2023,February,0
OOI46,HV730,960563981,24,Female,Nimyle Herbal Anti-Bacterial Floor Cleaner,411.82,267.68,Local,Gujarat,Rajkot,Freepass,7.74E+11,4.59,3,Instagram,Express plus,Shipped,28-06-2022,3/7/2022,,Credit,587922,417.68,Paid,72,2022,June,150
BII77,LR460,40413396,28,Female,Harpic Bathroom Cleaner - Floral,1004.88,592.88,Local,Gujarat,Gandhinagar,Freepass,6031838623,25.81,2.5,Friends,Priority,Delivered,21-08-2022,23-08-2022,,Credit,923495,692.88,Pending,75,2022,August,100
AZG34,UX771,823693781,26,Male,Usha Heavy Weight Iron - El3710: 1000 W,651.55,351.84,Local,Telangana,Hyderabad,Freepass,4.44E+11,11.64,1.4,Instagram,Free,Delivered,11/4/2021,20-04-2021,,Credit,440753,351.84,Paid,24,2021,April,0
OEZ06,HH724,730836272,34,Male,Cavin's Chocolate Milkshake,708.23,403.69,Branded,Andhra Pradesh,Nellore,Freepass,6.84E+11,2.19,3.4,Friends,Priority,Delivered,12/9/2023,15-09-2023,,Debit,627500,503.69,Paid,47,2023,September,100
MFD49,OH761,254344897,47,Male,Kellogg's Corn Flakes,1776.22,1367.69,Branded,Gujarat,Junagadh,Freepass,6.61E+11,1.25,1.5,Facebook,Express plus,Delivered,24-11-2023,29-11-2023,,Credit,85446,1517.69,Pending,85,2023,November,150
LEH06,OX117,43263727,40,Female,Amul Butter Unsalted,523.06,413.22,Imported,Maharashtra,Amravati,Freepass,9.75E+11,3.08,1.5,Instagram,Free,Shipped,29-08-2023,7/9/2023,,Debit,125065,413.22,Paid,84,2023,August,0
AZK57,PZ964,525095234,57,Female,VSR Channa Dal,1387.34,1304.1,Local,Maharashtra,Aurangabad,Freepass,3.90E+11,6.25,3,Instagram,Free,Delivered,6/4/2023,13-04-2023,,Credit,233281,1304.1,Paid,24,2023,April,0
YBO85,FI322,838933139,57,Female,Premia Tur Dal Latur (Kandi Pappu),692.28,401.52,Imported,Telangana,Adilabad,Freepass,1.14E+11,7.1,2.3,Instagram,Priority,Shipped,12/6/2021,15-06-2021,,Credit,482545,501.52,Paid,62,2021,June,100
ZAJ54,DY638,712867910,27,Female,Tata Sampann Chana Dal,802.28,537.53,Branded,Maharashtra,Mumbai,Freepass,3.58E+11,3.52,4.6,Instagram,Free,Delivered,23-02-2022,4/3/2022,,Credit,295160,537.53,Paid,96,2022,February,0
OCI12,KH795,433231732,51,Male,Amul Butter Unsalted,1380.56,1228.7,Local,Maharashtra,Aurangabad,Premium,4.47E+11,9.96,2.2,Other,Priority,Shipped,18-12-2023,20-12-2023,,Credit,618786,1278.7,Paid,53,2023,December,50
SMR68,AE068,973006116,32,Male,Pigeon Induction Cooktop Acer Plus: 1800 W,1972.19,1715.81,Branded,Gujarat,Junagadh,Premium,1.07E+11,5.45,3.2,Instagram,Priority,Cancelled,28-12-2021,30-12-2021,6/1/2022,Cancelled,376447,Cancelled,Cancelled,67,2021,December,Cancelled
SPN84,SP249,811220015,60,Female,Pigeon Induction Cooktop Acer Plus: 1800 W,1617.82,1019.23,Local,Maharashtra,Kolhapur,Freepass,2.98E+11,14.42,2.6,Friends,Free,Delivered,20-12-2023,29-12-2023,,Debit,625891,1019.23,Paid,84,2023,December,0
KWI50,GC112,195466661,53,Female,Amul Taaza Toned Milk,1085.39,759.77,Local,Andhra Pradesh,Tirupati,Premium,1.44E+11,3.21,3,Facebook,Free,Shipped,23-05-2022,30-05-2022,,Credit,498785,759.77,Paid,78,2022,May,0
AXJ19,NY919,238409660,58,Female,Tata Sampann Chana Dal,461.46,327.64,Local,Telangana,Nalgonda,Premium Plus,3.43E+11,4.7,4.4,Friends,Free,Delivered,25-06-2021,2/7/2021,,Credit,79642,327.64,Paid,91,2021,June,0
YNI27,DW483,304794477,62,Female,Sofit Soya Drink Vanilla,585.54,532.84,Branded,Andhra Pradesh,Visakhapatnam,Premium,4.41E+11,12.4,3.1,Instagram,Express plus,Delivered,16-11-2023,21-11-2023,,Debit,165939,607.84,Paid,52,2023,November,75
OEO83,NB549,212479266,49,Male,VSR Channa Dal,1579.75,1437.57,Local,Gujarat,Vadodara,Premium,9.37E+11,4.47,4,Instagram,Free,Delivered,13-08-2022,23-08-2022,,Debit,871282,1437.57,Paid,84,2022,August,0
WHQ91,PG256,334084180,52,Female,Tata Tea,151.32,93.82,Local,Telangana,Nizamabad,Premium Plus,23548909719,3.13,2.9,TV,Priority,Delivered,1/2/2021,4/2/2021,,Netbanking,946304,118.82,Pending,9,2021,February,25
EBM07,PB095,528249044,52,Male,Tenali Double Horse Chana Dal,503.13,402.5,Local,Gujarat,Surat,Premium,6.88E+11,8.37,1.7,Facebook,Free,Delivered,27-04-2021,5/5/2021,,Debit,727635,402.5,Paid,84,2021,April,0
ECD97,ZT613,884931872,31,Male,Wagh Bakri Masala Tea,832.98,783,Local,Gujarat,Bharuch,Freepass,83199078752,11.18,2.1,Facebook,Express plus,Delivered,16-06-2023,21-06-2023,,Netbanking,694749,933,Paid,80,2023,June,150
BZK84,MN174,791931983,25,Male,Nutri Delite Breakfast Cereal,1741.81,1010.25,Local,Gujarat,Jamnagar,Freepass,5.14E+11,26.63,1.2,Facebook,Free,Delivered,11/6/2023,18-06-2023,,Debit,307187,1010.25,Paid,34,2023,June,0
ECX92,FO381,715688431,47,Female,Tata Tea,1608,964.8,Local,Andhra Pradesh,Nellore,Freepass,6.00E+11,29.42,2.5,Instagram,Free,Shipped,4/12/2022,13-12-2022,,Credit,281972,964.8,Paid,80,2022,December,0
ESG81,EB656,768431189,42,Female,Parle Nutricrunch Digestive Cookies,1046.59,868.67,Imported,Andhra Pradesh,Guntur,Premium Plus,4.23E+11,5.66,3.2,Other,Express plus,Delivered,13-11-2022,17-11-2022,,Debit,642821,918.67,Paid,97,2022,November,50
ALI15,SR278,966873900,68,Male,Harpic Bathroom Cleaner - Floral,1663.23,1164.26,Local,Telangana,Hyderabad,Premium,8.97E+11,19.66,4.5,Facebook,Free,Cancelled,7/3/2021,15-03-2021,26-03-2021,Cancelled,135830,Cancelled,Cancelled,65,2021,March,Cancelled
EMZ97,PZ726,738451857,68,Male,Ariel Matic Top Load Liquid Detergent,123.8,80.47,Local,Telangana,Suryapet,Freepass,6.30E+11,2.7,1.5,Instagram,Priority,Delivered,22-05-2023,24-05-2023,,Netbanking,628685,180.47,Paid,20,2023,May,100
GQG50,ER437,855826033,27,Male,Wagh Bakri Masala Tea,1371.77,864.22,Local,Maharashtra,Mumbai,Premium,9.61E+11,10.59,4.2,Facebook,Priority,Shipped,24-01-2021,27-01-2021,,Debit,736294,914.22,Paid,50,2021,January,50
WQJ30,AA523,400389801,62,Male,Kellogg's Corn Flakes,1737.83,1216.48,Local,Maharashtra,Thane,Freepass,54492847043,3.43,4.8,Friends,Free,Delivered,27-09-2023,4/10/2023,,Debit,120446,1216.48,Paid,24,2023,September,0
QJJ94,JJ112,472819573,23,Male,Pigeon Induction Cooktop Acer Plus: 1800 W,1536.84,1168,Local,Gujarat,Bharuch,Premium,9.88E+11,1.09,4.3,Instagram,Free,Shipped,18-10-2021,26-10-2021,,Credit,556,1168,Paid,84,2021,October,0
FDT38,FF122,950485865,62,Male,Cavin's Chocolate Milkshake,197.65,126.5,Branded,Andhra Pradesh,Kurnool,Freepass,6.52E+11,2.24,1.3,Instagram,Free,Delivered,5/10/2023,14-10-2023,,UPI,851184,126.5,Paid,27,2023,October,0
HQJ00,TK042,764081322,46,Female,Sofit Soya Drink Vanilla,997.93,898.14,Local,Andhra Pradesh,Anantapur,Freepass,7.04E+11,4,2.4,TV,Priority,Shipped,23-11-2023,25-11-2023,,Credit,813277,998.14,Pending,78,2023,November,100
BLZ27,LV458,772417628,36,Male,Tenali Double Horse Chana Dal,841.01,681.22,Local,Gujarat,Surat,Premium,5.72E+11,25.18,1.5,Friends,Express plus,Delivered,25-08-2022,29-08-2022,,UPI,701345,756.22,Paid,75,2022,August,75
XBY72,MA475,627462017,29,Female,Premia Tur Dal Latur (Kandi Pappu),1486.75,996.12,Local,Maharashtra,Kolhapur,Freepass,8.55E+11,14.54,3.5,Other,Free,Shipped,13-03-2023,21-03-2023,,Debit,860442,996.12,Pending,39,2023,March,0
ZJA62,SW946,810520302,60,Female,Tata Sampann Chana Dal,1050.28,724.69,Branded,Maharashtra,Aurangabad,Freepass,5.66E+11,1.16,3.4,Facebook,Free,Shipped,30-10-2021,9/11/2021,,COD,875257,724.69,Paid,37,2021,October,0
VLW73,RS144,995017355,45,Male,Ariel Matic Top Load Liquid Detergent,1975.95,1442.44,Local,Gujarat,Surat,Premium,2.83E+11,1.86,3.2,TV,Priority,Shipped,19-11-2021,21-11-2021,,Debit,478652,1492.44,Pending,95,2021,November,50
TOA31,MI083,990687158,36,Male,Usha Heavy Weight Iron - El3710: 1000 W,910.89,564.75,Local,Gujarat,Rajkot,Premium,7.51E+11,4.78,3.4,Instagram,Free,Delivered,5/5/2021,15-05-2021,,Debit,229155,564.75,Pending,98,2021,May,0
OPK16,QM167,605393563,24,Female,Sunfeast Dark Fantasy Yumfills Cake,268.12,158.19,Branded,Maharashtra,Pune,Freepass,82468603803,7.4,3.6,Facebook,Priority,Cancelled,17-08-2023,20-08-2023,25-08-2023,Cancelled,712107,Cancelled,Cancelled,43,2023,August,Cancelled
MCY43,FP634,587376550,60,Male,Usha Heavy Weight Iron - El3710: 1000 W,1235.78,679.68,Imported,Telangana,Nizamabad,Premium,9.02E+11,5.88,2.8,Instagram,Free,Shipped,10/5/2021,17-05-2021,,Debit,153336,679.68,Pending,40,2021,May,0
XKL66,WY073,117238157,42,Male,Wagh Bakri Masala Tea,1850.22,1646.7,Branded,Telangana,Adilabad,Freepass,6.32E+11,16.33,2.3,Instagram,Free,Delivered,17-12-2021,24-12-2021,,Debit,505457,1646.7,Paid,19,2021,December,0
PFL60,TR079,21202409,55,Male,Tenali Double Horse Chana Dal,1787.05,1447.51,Branded,Telangana,Hyderabad,Premium,4.33E+11,5.41,2.9,TV,Free,Shipped,23-11-2023,30-11-2023,,Credit,189901,1447.51,Paid,28,2023,November,0
JRR11,JG591,185120126,23,Male,Nutri Delite Breakfast Cereal,73.79,49.44,Branded,Maharashtra,Nagpur,Freepass,2.20E+11,1.88,1.9,Instagram,Free,Cancelled,19-01-2023,28-01-2023,3/2/2023,Cancelled,783626,Cancelled,Cancelled,61,2023,January,Cancelled
CQF42,QO036,451258662,34,Female,Sunfeast Dark Fantasy Yumfills Cake,868.05,460.07,Branded,Maharashtra,Pune,Premium,9.66E+11,6.29,2.5,Friends,Priority,Delivered,27-07-2022,29-07-2022,,Credit,617493,510.07,Pending,34,2022,July,50
FDB40,FR125,584027698,62,Male,Wagh Bakri Masala Tea,359.98,197.99,Local,Telangana,Nalgonda,Freepass,4.76E+11,4.95,3.8,Facebook,Free,Cancelled,13-04-2022,22-04-2022,3/5/2022,Cancelled,82240,Cancelled,Cancelled,84,2022,April,Cancelled
NHE21,LX412,37266061,37,Female,Ariel Matic Top Load Liquid Detergent,367.31,293.85,Imported,Gujarat,Vadodara,Premium Plus,7.30E+11,4.43,1,Instagram,Free,Delivered,1/11/2021,9/11/2021,,UPI,672938,293.85,Paid,46,2021,November,0
EMA53,IW156,59808869,59,Male,Tata Sampann Moong Dal (Pesara Pappu),1328.32,1222.05,Imported,Gujarat,Bhavnagar,Freepass,7.92E+11,10.67,4.9,Friends,Free,Delivered,24-06-2022,3/7/2022,,Credit,581940,1222.05,Paid,15,2022,June,0
XHP29,YQ657,588764330,27,Male,Ariel Matic Top Load Liquid Detergent,284.64,202.09,Imported,Maharashtra,Navi Mumbai,Freepass,5.43E+11,8.35,2,TV,Priority,Delivered,16-09-2023,19-09-2023,,Debit,560603,302.09,Paid,90,2023,September,100
